osm_id,network_id
3282,set()
28250,set()
14248,{'154707'}
1382,set()
9,set()
17724,set()
26348,set()
1423,set()
17065,set()
11896,"{'114566', '440699'}"
13845,set()
14595,{'153453'}
2975,set()
10579,{'540930'}
10042,{'334871'}
25458,set()
2273,{'416276'}
26367,{'545959'}
23986,set()
19027,{'548649'}
26437,set()
28162,set()
16714,set()
21434,{'272454'}
6730,set()
10034,{'532423'}
19826,set()
2322,set()
17926,{'343793'}
26692,set()
23697,{'200113'}
20448,set()
4725,{'418194'}
2602,set()
25122,set()
10094,set()
26698,"{'308920', '553845'}"
512,{'237576'}
10794,set()
15707,{'227498'}
22721,{'459481'}
23792,set()
248,set()
29978,set()
24027,set()
22096,{'571669'}
19818,set()
16086,{'224643'}
1622,set()
8471,{'571321'}
8708,{'237576'}
22903,set()
28818,{'284546'}
20212,"{'350380', '410610'}"
19997,{'517635'}
24950,set()
9856,set()
29330,set()
28357,{'558493'}
27313,set()
18204,{'308848'}
7701,set()
2617,{'278498'}
24929,{'515765'}
6307,set()
5162,{'467184'}
5516,{'254593'}
2370,{'325108'}
4165,set()
19725,{'358005'}
18350,set()
11832,set()
28362,set()
13417,"{'415853', '82696'}"
223,set()
20783,{'494947'}
23472,{'571664'}
13997,set()
13529,{'549645'}
16267,{'320747'}
22933,{'536846'}
22370,{'205508'}
13487,{'380597'}
3532,{'203175'}
28871,{'379173'}
17938,{'348376'}
3064,set()
178,{'462590'}
6157,{'558396'}
15926,{'341771'}
29968,{'570562'}
22891,{'420705'}
13339,{'516474'}
29763,"{'516442', '106640', '570624'}"
19624,set()
17555,"{'536149', '106194'}"
26607,{'421164'}
10099,{'494665'}
22203,set()
13817,{'550170'}
2547,{'440661'}
1034,set()
7001,{'535241'}
8225,set()
7742,{'410610'}
25448,{'440859'}
9342,set()
27525,set()
29339,{'522090'}
21331,{'551308'}
14242,{'330893'}
21357,set()
22460,{'205508'}
25651,{'571669'}
10148,{'516474'}
23009,{'278245'}
25961,set()
3041,{'416664'}
17383,set()
18394,{'205508'}
2124,{'556560'}
23301,{'526362'}
14560,{'310619'}
27818,{'89433'}
24182,{'474548'}
17921,{'223922'}
11882,set()
3367,{'542811'}
18132,{'232723'}
14053,set()
17336,{'387407'}
14724,{'410610'}
16521,set()
7327,set()
4863,{'282408'}
16199,{'516474'}
23776,{'514613'}
8037,set()
5770,{'198630'}
29154,set()
15848,{'570603'}
14423,{'558431'}
5798,{'252027'}
21693,{'479959'}
7522,set()
10949,{'253437'}
19661,set()
22385,set()
11694,{'253437'}
18769,set()
13471,set()
30105,{'89162'}
11376,set()
20114,{'282408'}
6109,"{'556764', '459651'}"
2448,{'261365'}
24327,{'317020'}
29655,{'552380'}
28177,set()
3658,{'571954'}
10998,{'494151'}
21186,{'273167'}
15960,set()
12887,"{'50418', '551280'}"
17549,{'314255'}
11271,{'103342'}
15841,{'570603'}
22419,set()
14740,{'154263'}
13133,set()
21599,{'483485'}
6837,{'117472'}
21766,set()
9533,{'570603'}
3487,set()
18963,{'73649'}
28080,{'385512'}
24668,{'216306'}
9367,set()
17792,set()
5585,{'534786'}
27148,set()
13428,{'545372'}
24192,set()
21934,{'91999'}
14521,set()
10778,set()
13338,{'516474'}
17242,{'538531'}
16953,set()
22021,set()
18976,{'308848'}
11472,{'426940'}
21978,set()
22214,{'154173'}
12890,set()
29579,"{'317018', '420042'}"
18912,{'459658'}
4024,{'525759'}
9147,{'554200'}
2834,set()
27587,{'514705'}
8434,{'81375'}
21023,set()
13908,set()
4902,set()
6252,{'410456'}
25002,set()
4852,set()
12579,set()
7643,{'570606'}
10,set()
19538,set()
11213,{'424424'}
15590,{'436449'}
25230,set()
20253,{'494947'}
2282,set()
3831,set()
23349,{'459933'}
173,{'570877'}
4039,{'488067'}
8648,set()
8688,{'198402'}
20933,{'378900'}
1063,set()
22124,set()
2398,{'309695'}
3192,{'402373'}
21744,{'325108'}
266,{'431928'}
26688,set()
18309,{'297027'}
23081,set()
30011,{'479570'}
15639,{'536846'}
11516,set()
26410,{'516163'}
9926,set()
11368,{'330893'}
16329,{'516378'}
16973,set()
25557,set()
5599,{'440383'}
10457,{'550141'}
26196,set()
3892,{'284801'}
19213,{'430969'}
11735,set()
29511,{'558396'}
15149,{'490688'}
5532,set()
3590,set()
20528,{'558418'}
22130,{'294599'}
22088,{'410352'}
25091,set()
3027,{'26913'}
27506,{'295997'}
16661,{'392149'}
21043,{'410528'}
19863,{'485444'}
9943,set()
16227,{'103294'}
12731,set()
314,set()
13390,{'308785'}
23419,{'297114'}
13365,{'553184'}
22142,set()
24902,{'545694'}
16209,set()
15510,{'494947'}
17616,set()
21326,set()
653,{'558418'}
13248,{'125149'}
18914,{'198977'}
26610,set()
7760,{'103342'}
5111,{'459658'}
23313,set()
20708,set()
24094,{'428526'}
25819,set()
2016,set()
6737,set()
16861,set()
18184,{'494721'}
18192,{'233076'}
16839,{'556560'}
4950,{'494980'}
17728,set()
5155,"{'494721', '441039'}"
28981,set()
25866,{'273167'}
21645,{'293915'}
17271,set()
7752,{'154173'}
5092,{'21514'}
12511,{'479541'}
1806,{'91497'}
6381,{'310619'}
27120,{'558373'}
20571,{'558368'}
14104,set()
19163,{'282408'}
22624,{'343426'}
16867,set()
12198,set()
11781,set()
24729,set()
15718,{'570603'}
8345,{'410610'}
4685,set()
28484,{'388865'}
6933,"{'462649', '286701'}"
16418,{'481165'}
6212,set()
17711,{'514613'}
11695,{'253437'}
16933,{'424424'}
7398,{'467689'}
10023,"{'157860', '83980'}"
28111,{'385512'}
26889,set()
25471,set()
7252,set()
26643,set()
13707,set()
17356,{'34576'}
14212,set()
10805,set()
14496,"{'309695', '296806'}"
24992,set()
20577,set()
4034,set()
13515,set()
17663,{'558431'}
5808,set()
26214,set()
17297,{'532423'}
21577,{'474848'}
26190,{'341771'}
22858,{'289213'}
25934,{'50418'}
27618,{'571728'}
25865,{'426940'}
12264,set()
4198,set()
29370,{'269372'}
28795,"{'89431', '554487'}"
21843,set()
11428,set()
29184,{'272175'}
5017,{'205446'}
5652,{'467315'}
28097,{'545883'}
19729,{'558317'}
29969,{'570562'}
1038,set()
13686,{'252027'}
25351,{'317049'}
8193,{'89340'}
28137,set()
7691,set()
14471,set()
19181,{'317018'}
17658,{'330893'}
30042,{'472324'}
14601,{'551344'}
16414,set()
20918,set()
4200,{'125068'}
23981,set()
2670,{'357362'}
17480,{'373326'}
10721,{'309153'}
44,set()
29849,{'494151'}
9666,{'416255'}
6349,{'517786'}
28639,{'543275'}
23011,set()
11000,{'461006'}
3169,{'317214'}
18241,{'430927'}
19722,set()
6976,{'89340'}
12453,{'514705'}
13345,{'553184'}
4430,{'261372'}
30342,{'29806'}
15173,set()
29541,{'459651'}
25065,set()
22089,{'91497'}
22007,{'25492'}
21757,set()
4390,{'91999'}
7228,set()
7634,set()
22354,{'81375'}
21183,set()
10065,{'308896'}
19257,set()
3667,{'415736'}
17733,set()
1643,{'231823'}
26431,{'545883'}
26164,{'494938'}
12718,set()
7308,{'416255'}
27414,{'409912'}
3754,set()
26815,set()
3527,"{'356054', '205349'}"
24403,set()
16652,{'106915'}
28982,set()
4010,{'95537'}
18464,{'233076'}
4460,{'543527'}
27347,{'483518'}
15599,set()
20032,set()
26319,set()
18692,{'482708'}
18144,{'570562'}
2801,set()
7790,{'259533'}
16336,{'103294'}
23191,{'223067'}
25644,set()
14511,set()
4795,{'410063'}
26285,set()
12884,{'50418'}
21492,set()
24118,{'322277'}
12599,{'272908'}
8581,{'462590'}
23118,{'278245'}
21994,set()
26508,set()
120,{'20490'}
16710,"{'314689', '224322'}"
12557,{'479541'}
25787,set()
18709,{'494980'}
28617,{'308784'}
14377,set()
25182,set()
24370,{'468226'}
28048,{'514613'}
25590,set()
25411,set()
13218,{'514935'}
7525,set()
14081,set()
28320,{'410520'}
21541,{'483485'}
4841,set()
5987,{'487371'}
26220,{'549645'}
3126,{'90779'}
5879,{'558431'}
8695,set()
2224,set()
26259,{'206831'}
5132,"{'467184', '198457'}"
14841,{'440805'}
17388,{'494665'}
13936,{'572124'}
21928,{'273167'}
15283,set()
28157,set()
18000,{'230357'}
16466,{'24099'}
18756,{'416664'}
9445,"{'557784', '254477'}"
22619,{'232723'}
11566,{'125068'}
8252,set()
15982,set()
23094,{'551835'}
21411,set()
12159,set()
9400,set()
16170,set()
13978,set()
18510,"{'286760', '461113'}"
8897,{'287654'}
343,{'558268'}
12947,{'552999'}
8795,{'254734'}
25075,set()
6193,set()
21552,{'20490'}
23974,{'570562'}
10098,{'545928'}
16437,{'516378'}
28020,set()
29451,{'102930'}
26858,set()
28168,set()
636,set()
17579,{'492409'}
29513,{'558396'}
16176,{'570606'}
16595,{'551764'}
9627,{'518245'}
13972,{'420109'}
21763,{'221766'}
17904,{'20490'}
17401,{'291732'}
10397,set()
6226,set()
22222,{'492409'}
4683,set()
18907,{'467315'}
15221,{'490688'}
11074,{'154173'}
5437,set()
17449,{'536149'}
29882,{'570711'}
14245,{'572125'}
21180,{'490708'}
15580,{'434956'}
16925,set()
21648,{'460228'}
753,{'228685'}
14696,set()
24055,{'548503'}
19991,{'291732'}
13473,{'551280'}
15772,{'494947'}
10224,set()
7533,{'551273'}
18863,{'494980'}
3457,set()
20424,{'516481'}
15022,{'273167'}
15801,{'556341'}
14566,set()
13868,set()
12097,{'440859'}
28977,{'467184'}
16775,{'423984'}
30017,set()
5051,set()
23738,"{'428526', '438930'}"
17179,set()
19914,{'348667'}
13027,set()
28729,{'282408'}
12516,set()
9125,set()
2908,{'487073'}
19487,{'548642'}
10909,{'348376'}
19832,{'253437'}
22272,{'126108'}
22718,set()
23610,set()
367,set()
25814,set()
12025,set()
24877,set()
9595,set()
4517,set()
8165,{'540930'}
9408,set()
6734,{'231823'}
19438,set()
6973,set()
6761,set()
15573,{'436449'}
19247,{'252914'}
10551,{'280224'}
3696,{'461580'}
2923,{'549645'}
10090,set()
18091,set()
15758,{'494947'}
16888,{'271429'}
11482,{'255982'}
15030,{'273167'}
13379,set()
1059,{'317315'}
28646,{'379555'}
7946,set()
12824,{'571669'}
5215,{'266993'}
6201,set()
20616,{'284696'}
28970,set()
17529,{'184626'}
11259,set()
18040,{'80973'}
13488,{'380597'}
15894,{'342816'}
8816,{'237576'}
22541,{'89156'}
25943,set()
1459,set()
4652,{'284696'}
9652,{'125068'}
23400,{'297114'}
25316,{'253437'}
20314,{'545812'}
13472,{'467315'}
18666,{'284801'}
1326,"{'548509', '379555'}"
2550,{'516163'}
8602,{'115872'}
12085,{'297114'}
13669,set()
4239,set()
1070,{'291732'}
24845,set()
2831,{'479541'}
30296,{'572116'}
5615,{'483347'}
11263,set()
10841,set()
12230,"{'21961', '461006', '461580'}"
5300,set()
17454,{'407942'}
26558,set()
30115,{'89162'}
17996,set()
14137,{'255534'}
23506,set()
10451,{'154992'}
2456,set()
20664,{'572116'}
14189,{'551534'}
9834,{'410528'}
7580,set()
23108,{'297114'}
14295,"{'153453', '247758'}"
25705,{'278245'}
11899,{'273167'}
621,{'494721'}
19560,set()
3168,{'416926'}
252,{'282408'}
18846,{'379555'}
21313,{'273167'}
12647,{'254593'}
3164,{'261372'}
30350,{'550125'}
10253,{'392149'}
14675,{'558268'}
24078,{'514748'}
2914,{'410610'}
30246,{'571031'}
4416,{'350864'}
13625,{'467315'}
7658,{'343426'}
25022,set()
7655,{'338507'}
25347,set()
15422,set()
10069,{'570877'}
28082,set()
12937,set()
11214,{'481165'}
29798,set()
27117,{'385512'}
19393,{'467184'}
21258,{'551308'}
22644,{'459660'}
5413,{'420733'}
25849,set()
18154,{'570562'}
21050,{'410528'}
10578,{'540930'}
17310,{'314255'}
5771,{'198630'}
3559,set()
11363,set()
9028,{'310584'}
4345,{'545989'}
15911,set()
15412,"{'254472', '350380'}"
19881,{'175629'}
19957,set()
13198,set()
15266,{'308896'}
29524,{'558396'}
18177,{'29806'}
22435,set()
20875,set()
6876,{'80973'}
9373,{'558418'}
9541,"{'571971', '489065'}"
9161,set()
9616,set()
23143,set()
1330,set()
17403,{'291732'}
12507,set()
4960,set()
2266,{'227193'}
1154,set()
671,set()
21704,set()
13870,set()
5525,set()
21691,set()
24756,{'421159'}
7431,{'203175'}
28185,set()
6515,set()
10673,{'494938'}
29761,{'516442'}
23915,set()
24013,{'548503'}
25545,set()
24465,set()
23190,{'223067'}
25337,{'462611'}
22815,{'251841'}
27513,set()
21703,set()
18559,set()
16627,{'427370'}
19209,set()
12910,"{'491336', '91497'}"
7463,set()
19114,"{'558313', '73649'}"
23273,{'80931'}
13984,set()
14143,set()
24140,{'317315'}
26352,set()
29911,set()
19478,{'420042'}
1626,{'526526'}
12801,{'461580'}
17976,{'571664'}
27168,set()
13579,{'516474'}
28819,{'418194'}
210,{'440699'}
14087,set()
6238,{'205508'}
12667,set()
26420,set()
11349,{'29806'}
21727,{'356736'}
14431,{'277735'}
19938,{'545959'}
30113,{'89162'}
29373,{'206831'}
20401,{'67058'}
3162,{'410063'}
1407,set()
11050,{'517839'}
10568,{'379824'}
20425,{'516481'}
29160,{'272175'}
10732,{'310584'}
23426,{'297114'}
21814,{'516442'}
18771,set()
26707,set()
20472,set()
8649,{'357474'}
17863,{'343793'}
15097,set()
1757,{'416311'}
12903,{'410520'}
11723,set()
2494,set()
3844,set()
11046,set()
8719,{'462590'}
9259,set()
11802,{'416276'}
25562,set()
5226,{'289765'}
2523,{'494980'}
23906,set()
14138,{'310619'}
3122,{'252071'}
18531,{'461589'}
21126,{'277723'}
8087,{'441039'}
24920,set()
30035,set()
28310,"{'317125', '558493'}"
6012,set()
19696,{'557621'}
16195,{'103294'}
29157,{'308920'}
10150,set()
10200,set()
16469,set()
28089,{'186880'}
24209,set()
10534,{'316799'}
23443,{'297114'}
1765,{'221766'}
19767,{'278901'}
23536,set()
11870,{'333394'}
2972,set()
5072,{'430969'}
29744,set()
5376,{'459660'}
27872,{'416311'}
26871,{'89818'}
15232,set()
3102,set()
7212,{'410520'}
22558,{'89156'}
304,set()
9895,{'538633'}
3221,{'125068'}
30126,{'103642'}
20267,set()
23384,{'297114'}
4534,{'486721'}
21874,{'461580'}
4265,{'92620'}
8812,set()
7652,set()
25748,set()
27157,set()
5577,{'491073'}
22258,{'387407'}
794,{'50418'}
16805,set()
3146,{'115872'}
15382,set()
25645,{'273167'}
8142,set()
494,set()
2265,{'489937'}
21595,{'483485'}
14743,set()
27356,set()
12701,set()
2763,{'308848'}
1693,{'317121'}
20609,{'558368'}
22910,{'525759'}
18134,{'29806'}
16117,"{'518540', '570602'}"
23660,set()
30285,{'459543'}
25058,set()
16058,set()
28460,{'532273'}
10314,{'462649'}
1159,{'440661'}
29321,{'286760'}
2643,{'90664'}
28422,{'440805'}
18289,set()
24782,set()
24699,{'570606'}
9680,{'416255'}
4931,set()
11198,{'571031'}
9167,{'125149'}
29090,set()
8518,set()
23079,set()
26797,set()
3428,set()
28324,set()
29191,set()
16921,{'427104'}
25767,set()
3643,set()
10577,{'570603'}
18434,{'419239'}
3225,set()
27639,set()
2528,{'494980'}
10983,set()
11613,set()
23111,set()
12199,set()
16200,{'516474'}
1084,{'317315'}
19770,set()
5433,{'282408'}
17482,{'526526'}
15006,{'317049'}
8893,{'280854'}
23897,{'282408'}
20763,{'551280'}
27331,set()
3994,{'548642'}
3902,set()
27635,"{'436449', '468041'}"
14721,set()
28449,"{'24961', '117472'}"
10322,{'229827'}
25595,set()
7356,set()
19874,{'558368'}
557,{'558418'}
27982,{'3612'}
3105,set()
11905,set()
22960,{'319139'}
21483,set()
15329,{'409721'}
23878,set()
7566,set()
25895,set()
8429,set()
17431,"{'339432', '119532'}"
15452,set()
15685,set()
3191,set()
18020,set()
21820,set()
7225,{'571669'}
16497,{'516378'}
26620,{'410356'}
13812,set()
28897,{'474139'}
11067,{'550170'}
29868,set()
30170,{'514748'}
27368,{'430969'}
19625,{'554223'}
28681,set()
25738,set()
29039,{'273074'}
7420,set()
16033,{'224643'}
12148,set()
432,{'98675'}
15285,set()
7332,set()
8493,"{'551835', '550141'}"
7570,{'570624'}
12571,{'545960'}
20522,set()
24004,{'317020'}
17618,set()
12815,{'409803'}
6630,set()
21334,set()
6598,set()
18259,{'418226'}
14336,{'484996'}
2465,set()
6943,{'192103'}
9924,{'348284'}
13126,{'254734'}
10409,{'387762'}
14704,{'532423'}
29741,{'553947'}
13840,{'474548'}
6004,{'572116'}
25412,{'551308'}
6176,set()
13832,{'474548'}
27510,{'571024'}
25724,set()
17668,{'330893'}
25017,set()
21412,{'50418'}
12480,set()
9410,set()
21513,{'20490'}
20349,{'545812'}
366,set()
1718,{'198457'}
1760,set()
29648,{'516442'}
13716,set()
4581,{'556341'}
22280,set()
27192,set()
26577,{'277788'}
18149,set()
26848,"{'459664', '308784'}"
3294,"{'200196', '534786'}"
22431,set()
17516,{'462649'}
2416,set()
8108,set()
27678,{'550141'}
2967,{'558368'}
4013,set()
319,{'550125'}
1149,set()
1470,{'548649'}
14491,{'310619'}
22391,{'548503'}
603,set()
18584,set()
19272,set()
15375,{'551094'}
4875,{'571024'}
22961,set()
22150,{'410063'}
12941,set()
10076,{'253292'}
8735,{'168085'}
6185,set()
28600,{'154483'}
18463,{'233076'}
26876,set()
11525,{'462611'}
18135,{'232723'}
5079,set()
23149,set()
20009,{'440699'}
7884,set()
14250,{'297255'}
23382,{'459933'}
10914,set()
25776,set()
19344,{'95276'}
3637,set()
8499,{'425615'}
4945,set()
30162,set()
23522,{'252071'}
28920,set()
20615,{'284696'}
7779,set()
16597,set()
9171,set()
5767,set()
22772,"{'551764', '65113'}"
12164,set()
16892,set()
28828,"{'278457', '433242'}"
6148,set()
24269,{'554140'}
23035,set()
28626,set()
4603,set()
19815,{'380597'}
12813,{'440699'}
9377,set()
19880,set()
23483,{'232723'}
7253,set()
13474,{'467315'}
4744,{'308896'}
16137,{'317121'}
24014,"{'548503', '154992'}"
9193,set()
20023,set()
12603,{'272908'}
13950,set()
15301,"{'494151', '467315'}"
3363,{'284834'}
1660,{'548503'}
5562,{'494947'}
1361,{'558194'}
9346,{'339432'}
25780,set()
14369,set()
21041,{'494809'}
24593,{'297255'}
15023,{'273167'}
13425,{'545372'}
8610,set()
28615,set()
6495,{'461113'}
6325,set()
10859,set()
3235,set()
22123,set()
3430,{'517839'}
24632,{'482708'}
4365,set()
27561,{'572124'}
26097,set()
5455,set()
13700,{'558242'}
27476,{'228685'}
22913,{'525759'}
24693,set()
3419,set()
15717,{'227498'}
11625,{'571029'}
11842,set()
28043,set()
12454,set()
21536,{'483485'}
22305,{'571664'}
4193,{'416926'}
4210,{'570603'}
14468,{'154707'}
30137,{'351960'}
26034,set()
14995,{'272454'}
18772,{'317018'}
26264,set()
20542,{'558368'}
792,set()
22114,set()
16422,{'317121'}
3818,set()
25859,{'551280'}
13174,set()
22888,set()
16268,set()
24260,set()
29506,{'514613'}
17736,set()
1868,{'482708'}
28409,{'572125'}
13047,{'308896'}
15171,set()
29730,"{'553947', '3612'}"
16242,set()
206,set()
13644,{'554171'}
13694,set()
1242,set()
23659,set()
23411,{'459933'}
26426,{'552320'}
22202,{'330893'}
21686,set()
21866,"{'548649', '1247'}"
9173,"{'253437', '94237'}"
17752,{'254477'}
18633,set()
14267,set()
28170,{'558431'}
21431,{'254593'}
17370,{'387407'}
30183,{'571031'}
5064,set()
11997,{'516163'}
6650,set()
21765,{'348248'}
9768,{'278901'}
15381,{'558317'}
9293,set()
29682,{'232723'}
21593,{'483485'}
26298,"{'440864', '154483'}"
3324,{'440699'}
26456,set()
12810,set()
27946,set()
3644,{'551764'}
20773,set()
22702,{'570562'}
19906,{'429982'}
19166,{'570603'}
7423,set()
17039,set()
20574,{'552103'}
8727,{'233076'}
8924,set()
23268,set()
3685,set()
1047,{'409912'}
14283,set()
25730,"{'434956', '125068'}"
14065,set()
29121,set()
29674,set()
16816,{'473177'}
8781,set()
9571,{'551280'}
21745,{'494665'}
29087,set()
10984,set()
28192,set()
9615,{'435984'}
24335,set()
2963,set()
8628,set()
2847,set()
18917,set()
12018,{'284696'}
29026,set()
13392,set()
29489,{'459651'}
3462,set()
1720,{'489937'}
12166,{'128722'}
12889,{'410520'}
15869,{'342816'}
5385,"{'346250', '416181'}"
29126,set()
1546,{'514705'}
23535,{'514748'}
13465,{'91999'}
8040,{'308784'}
14909,{'462593'}
29658,set()
27412,{'409912'}
19319,{'558194'}
9617,"{'48795', '538090'}"
26736,set()
11840,set()
10286,{'125149'}
2386,set()
15751,{'494947'}
1230,set()
16790,{'440661'}
18095,set()
9848,{'277723'}
22552,{'436455'}
3084,set()
27128,{'461589'}
24746,set()
9965,{'467689'}
19930,{'183639'}
5407,set()
28693,{'254114'}
17797,{'474479'}
28252,set()
1045,set()
15405,{'525759'}
3361,"{'116870', '150268'}"
12383,"{'551273', '253292'}"
3313,{'491073'}
3686,{'551344'}
8018,set()
20617,{'280854'}
28817,{'410717'}
1979,{'224322'}
2303,{'308896'}
6923,{'277735'}
6214,set()
19072,{'571954'}
17823,{'474848'}
22238,set()
29264,set()
3825,set()
15683,{'556341'}
24054,{'102930'}
1076,set()
3341,set()
28762,set()
27831,{'378900'}
13427,{'545372'}
5579,{'128722'}
13346,set()
17898,{'20490'}
29322,{'308848'}
26159,{'291710'}
3408,set()
7965,set()
641,{'341771'}
10960,"{'440859', '278506'}"
29615,{'423984'}
9234,set()
2237,{'494947'}
24515,set()
22345,{'385512'}
15156,set()
6781,set()
25040,set()
19521,{'410352'}
28452,{'261797'}
14270,{'310619'}
12311,"{'308776', '551885'}"
10184,{'558418'}
4223,set()
12143,set()
255,set()
2712,{'115387'}
3848,{'392149'}
4951,{'43772'}
28848,{'410456'}
7852,{'273167'}
2384,set()
20803,{'436449'}
10327,{'522090'}
14418,set()
14655,set()
18151,{'570562'}
14437,set()
10378,set()
11956,set()
7181,{'552320'}
7523,set()
18263,{'494980'}
29917,{'570562'}
71,{'282408'}
13563,set()
17607,{'538531'}
23938,set()
27973,"{'532273', '151912'}"
21438,set()
20288,set()
22347,{'385512'}
21505,{'979'}
1674,set()
16982,{'420733'}
29542,set()
3219,{'432861'}
18320,{'467184'}
25354,set()
7638,{'516474'}
4392,set()
25047,set()
11251,set()
21825,{'532273'}
3154,{'317121'}
7084,"{'352273', '426507'}"
9950,{'461589'}
24458,set()
6271,set()
20195,{'410610'}
30004,{'410610'}
5112,{'552209'}
11775,set()
10950,{'253437'}
29399,{'29806'}
8557,{'343426'}
3800,{'416311'}
8447,set()
1308,{'558194'}
7138,{'557526'}
8948,set()
15053,{'39445'}
30228,set()
12545,set()
30203,{'89162'}
12445,{'468041'}
3501,{'228685'}
23618,{'474479'}
3047,{'95537'}
7201,{'440864'}
19911,{'348667'}
5828,{'516474'}
1286,{'516378'}
15404,set()
6699,{'571024'}
9921,{'73649'}
2953,set()
2590,set()
14604,set()
8562,{'64934'}
23004,set()
28702,{'82696'}
29757,{'516442'}
14215,{'154707'}
20008,{'205508'}
7913,"{'514845', '549409'}"
29152,{'273074'}
1794,"{'484560', '252873'}"
3683,{'297072'}
17344,{'348248'}
28684,{'409348'}
2376,set()
2106,{'231823'}
15545,{'319139'}
24168,{'428526'}
2102,{'255534'}
29376,{'481994'}
13178,set()
10093,set()
28640,set()
5912,{'420733'}
7215,set()
17185,{'492409'}
1402,set()
84,"{'483485', '81375'}"
30,{'297103'}
4996,{'216306'}
27965,{'558431'}
9166,{'154483'}
4205,set()
26551,set()
25997,set()
22132,{'558418'}
27877,{'558431'}
4308,set()
21362,{'117901'}
20479,set()
12998,set()
19169,{'282408'}
23711,set()
11373,set()
10554,set()
24430,"{'367644', '98675'}"
522,{'284696'}
26413,set()
16857,{'271429'}
21109,{'440859'}
28901,{'558373'}
15725,set()
14289,set()
29708,{'516442'}
16951,set()
27454,set()
417,{'282408'}
12520,{'416255'}
12534,set()
15509,set()
29728,{'3612'}
11941,set()
21897,{'571024'}
1910,set()
29305,{'542811'}
1641,{'231823'}
11036,set()
5221,{'348376'}
27756,{'545960'}
25014,set()
2377,set()
26639,{'436455'}
4513,{'460228'}
16617,{'427370'}
1670,set()
29182,{'308920'}
10007,{'485444'}
26911,set()
5870,set()
17973,set()
7200,set()
29750,{'553947'}
17461,{'397219'}
20723,set()
24885,set()
26174,{'545984'}
23835,{'410610'}
15652,set()
22472,{'265497'}
1166,set()
1580,{'552999'}
21588,{'483485'}
14664,set()
9589,{'553947'}
11331,{'385491'}
29402,"{'383778', '459651'}"
22967,set()
13059,{'549645'}
15552,{'436449'}
5169,"{'461589', '741'}"
1886,{'385439'}
20858,set()
25359,{'317049'}
8538,{'103294'}
19299,{'514889'}
18081,set()
11438,{'516481'}
9021,{'558418'}
515,{'344506'}
28446,"{'487371', '125229'}"
4896,set()
6303,set()
16294,set()
2775,set()
29558,set()
24434,{'203175'}
6751,{'25492'}
29905,{'571664'}
11339,set()
12175,{'409803'}
14074,set()
9910,set()
18127,{'357362'}
18080,{'29806'}
9534,{'570603'}
29482,{'459651'}
29404,{'558317'}
27925,set()
13026,set()
30325,{'553947'}
19409,set()
7056,{'321959'}
6130,{'277999'}
13755,set()
16662,{'392149'}
21143,set()
24429,set()
9292,{'440859'}
16705,{'314689'}
25892,set()
2317,set()
25626,"{'149446', '333394', '155254'}"
16093,set()
94,{'572116'}
24316,{'321959'}
11593,{'516481'}
13279,{'545694'}
13132,set()
6409,set()
19890,{'410610'}
2936,set()
21655,{'205508'}
10242,"{'542811', '392149'}"
3489,{'282408'}
12088,set()
9642,{'556341'}
1022,set()
14443,{'550170'}
9970,"{'92064', '128722'}"
13075,{'459664'}
1766,set()
6041,set()
27673,set()
22251,{'187882'}
17063,set()
27938,{'154173'}
3722,set()
4498,set()
5266,set()
20749,{'545991'}
2873,{'297255'}
19638,{'514833'}
26582,set()
6269,set()
17941,set()
29664,{'232723'}
10413,{'21961'}
14813,"{'202524', '23805'}"
27144,{'198457'}
9796,set()
15497,"{'294599', '494947'}"
3199,set()
20018,{'91497'}
17099,set()
29138,set()
22181,{'570606'}
9006,set()
26249,set()
21644,{'460228'}
27733,set()
10686,{'230404'}
8942,{'387762'}
4404,{'91497'}
12136,set()
22487,{'415736'}
14444,"{'297255', '550170'}"
27070,set()
20243,{'252873'}
12502,{'278245'}
5630,set()
27000,set()
17558,set()
10471,{'259533'}
226,{'286834'}
25045,set()
12399,{'319860'}
7729,set()
24514,set()
11166,{'481577'}
8511,{'297114'}
2784,set()
6581,set()
8676,{'43767'}
15943,{'254225'}
29422,{'558317'}
24045,{'230357'}
17114,"{'404804', '38735', '424424', '407064'}"
1756,{'558418'}
5130,{'486416'}
27242,set()
20476,set()
25301,{'293428'}
21868,{'317121'}
12681,{'550125'}
26605,set()
25653,set()
22252,{'330893'}
7989,{'423984'}
22473,{'265497'}
8044,{'198630'}
2839,{'550125'}
396,{'424424'}
29831,set()
19347,{'549284'}
8172,set()
11741,set()
29412,{'5244'}
821,{'205446'}
15835,{'570603'}
5295,{'537765'}
15072,{'462611'}
8798,{'254734'}
13325,set()
1202,set()
13168,{'515765'}
28263,{'494844'}
9272,{'29806'}
13733,{'525759'}
4991,{'482708'}
15600,{'461580'}
26153,{'487073'}
4497,"{'474139', '741'}"
18881,{'556438'}
19372,set()
5208,set()
2444,{'430969'}
29496,set()
24177,set()
26225,set()
740,{'570603'}
6573,{'558194'}
11786,set()
20784,{'494947'}
29557,{'522090'}
24681,{'537551'}
11225,set()
29151,set()
24419,set()
23558,set()
15333,set()
13521,{'205446'}
24704,{'459660'}
5258,set()
21538,set()
317,{'550125'}
29749,{'553947'}
27386,set()
21960,set()
20281,set()
21810,{'570624'}
26650,set()
29543,{'428526'}
25241,set()
18897,{'440661'}
19728,{'558191'}
27837,{'494844'}
10181,set()
