osm_id,network_id
28405,set()
19174,set()
19846,set()
17774,{'514613'}
27243,{'124547'}
22373,{'89340'}
7044,set()
25721,set()
17146,{'261797'}
7019,set()
20575,{'207747'}
29796,set()
12712,set()
530,{'435984'}
39,{'308896'}
23803,{'200113'}
17911,{'285673'}
23977,set()
15771,{'494947'}
1854,{'334871'}
2913,{'548503'}
30291,{'549118'}
1744,{'494947'}
8790,set()
5183,{'255534'}
26870,set()
27027,set()
18283,set()
1860,{'341771'}
25038,set()
17259,set()
13906,set()
16450,"{'402373', '406834'}"
3454,set()
15713,{'293428'}
29259,{'440661'}
7578,set()
30249,{'571031'}
19925,{'409803'}
28,{'410520'}
22343,{'430927'}
14582,{'206736'}
15788,{'110814'}
25910,{'67058'}
113,set()
3551,{'494809'}
2485,set()
28808,{'535229'}
12860,set()
25209,set()
3467,set()
24853,set()
18460,{'553883'}
8320,{'514845'}
20915,{'545812'}
14835,{'487073'}
21605,{'483485'}
6283,{'289765'}
27463,set()
3924,set()
14719,{'407942'}
19543,set()
26554,set()
22953,set()
19486,"{'548642', '273074'}"
15018,{'273167'}
1773,"{'404763', '84157'}"
29942,{'479570'}
27789,set()
11635,set()
24619,set()
9348,"{'538531', '424424'}"
1688,{'254225'}
16475,"{'416664', '284801'}"
5359,set()
17850,{'343793'}
1473,{'385512'}
29187,set()
17669,set()
2815,set()
4449,set()
3058,{'421159'}
27591,{'514705'}
23712,set()
20718,"{'228685', '262758'}"
2774,{'420705'}
28737,{'433242'}
28776,{'379173'}
21608,{'483485'}
24809,{'488099'}
4556,{'460228'}
5995,set()
789,{'545812'}
25490,{'467229'}
9906,set()
10982,set()
2519,{'545883'}
9578,{'474548'}
27007,{'548509'}
10441,set()
7006,{'285673'}
20612,{'92620'}
11186,set()
1865,set()
4341,{'467689'}
23022,{'125068'}
67,set()
29020,{'542363'}
22140,{'186258'}
6260,{'542363'}
5015,set()
17266,set()
25627,{'333394'}
4542,set()
3091,{'410610'}
10952,{'253437'}
20298,set()
13177,{'310584'}
13642,set()
3899,set()
2633,{'39445'}
3614,{'553184'}
29667,set()
4157,{'516378'}
15036,{'254593'}
7892,set()
22274,{'492409'}
22278,set()
3320,set()
14620,{'570602'}
5343,{'252027'}
2576,set()
4356,set()
8523,{'103294'}
7247,{'122384'}
29471,{'558191'}
14837,{'440805'}
28224,set()
24842,{'297255'}
1376,{'467229'}
8647,{'419239'}
12,{'282408'}
28104,set()
22247,set()
30232,{'460656'}
21481,{'308785'}
23953,{'438930'}
7541,set()
10648,{'570602'}
3030,set()
27684,set()
25992,set()
8803,{'254734'}
29180,{'267517'}
3605,{'308896'}
2603,set()
29374,"{'293915', '206831'}"
14868,set()
4735,{'551280'}
18456,set()
13687,set()
1347,set()
4887,{'482708'}
444,set()
4560,set()
7153,{'554614'}
18834,{'410456'}
18048,set()
25812,set()
898,set()
25466,set()
14014,set()
10307,set()
19743,set()
13282,{'554171'}
23911,set()
847,set()
11645,set()
18652,{'423984'}
17139,{'543573'}
28604,set()
27809,set()
29287,{'308848'}
16108,{'432624'}
18305,{'69900'}
10304,{'420733'}
19397,{'474139'}
24609,{'80931'}
14802,set()
8941,{'416276'}
20911,set()
21177,{'273167'}
11791,"{'83980', '536846'}"
19477,set()
3750,{'571321'}
7314,{'416255'}
11280,set()
12967,{'545372'}
18269,{'198977'}
10161,set()
8723,set()
25716,set()
26968,set()
15741,{'17631'}
29920,{'570562'}
20103,{'282408'}
23925,set()
17873,{'979'}
10522,{'426000'}
18381,set()
26100,{'494938'}
16860,{'460228'}
146,{'558418'}
8854,{'280854'}
7528,set()
2264,{'540930'}
24803,{'516474'}
10846,set()
6625,{'552320'}
18597,set()
20231,{'484560'}
13918,set()
3524,{'532423'}
17622,set()
10973,{'252027'}
12968,set()
16415,set()
15852,set()
15785,{'33931'}
3289,{'545372'}
21289,set()
8486,{'297114'}
30009,set()
27834,{'378900'}
18274,{'198457'}
27499,set()
5095,{'341771'}
2507,{'284546'}
10900,{'545893'}
7645,set()
4530,set()
9806,set()
19318,set()
5028,{'545694'}
18335,set()
18363,set()
9247,set()
3352,set()
18647,{'537765'}
1094,{'543573'}
13630,{'308896'}
1477,set()
4472,set()
7972,set()
20138,{'308776'}
5528,set()
29583,{'317018'}
28873,set()
29033,set()
9433,{'25492'}
6435,set()
11683,{'490688'}
12012,{'92620'}
29283,{'542811'}
16625,{'554614'}
20661,{'572116'}
3139,set()
16247,{'216306'}
543,set()
13598,{'571669'}
18220,{'289765'}
13194,{'410520'}
2323,{'277723'}
28892,{'286760'}
19831,{'459664'}
25675,{'308896'}
5661,{'273167'}
26493,{'549002'}
22076,set()
21244,set()
3621,"{'479959', '150446'}"
20766,{'551280'}
8693,"{'150742', '174321', '114253'}"
12695,set()
29144,"{'289765', '273074'}"
9252,set()
29514,{'558396'}
17795,"{'522090', '474479'}"
17929,"{'348376', '343793'}"
8516,{'90779'}
12155,{'545959'}
23262,set()
17709,{'481994'}
9521,set()
27526,set()
14185,set()
742,"{'16458', '525071', '149585'}"
5944,{'420070'}
26633,{'551138'}
4818,set()
16786,{'537765'}
20041,set()
20125,{'282408'}
27899,set()
2025,set()
5884,{'459755'}
20703,set()
30262,{'460228'}
24175,{'522090'}
19576,set()
4783,{'357474'}
14547,set()
14913,"{'440805', '462593'}"
26769,{'91025'}
26742,set()
5829,set()
614,set()
26085,set()
9993,set()
21862,{'284801'}
495,set()
6446,{'545694'}
30385,set()
24233,{'492409'}
28664,set()
4572,set()
6796,{'542363'}
18920,{'548642'}
22669,{'548509'}
3663,{'516163'}
26741,set()
2782,{'38820'}
11922,{'273167'}
21965,{'572116'}
5389,{'416664'}
28498,set()
20320,{'545812'}
20270,set()
13766,{'474548'}
548,set()
16394,{'216306'}
26984,set()
1049,set()
18544,set()
4440,{'43767'}
9129,{'462611'}
17749,set()
21603,{'483485'}
2789,set()
3296,{'534786'}
5868,set()
17901,{'20490'}
10323,{'554614'}
30138,{'514748'}
24891,{'286201'}
5467,set()
22684,{'548509'}
28579,{'297114'}
19547,set()
11321,{'489937'}
10247,set()
27443,set()
24033,"{'552380', '154992'}"
24029,{'548503'}
14108,"{'34471', '277735'}"
23456,{'252071'}
20673,{'572116'}
29929,{'479570'}
25734,set()
24092,{'383778'}
1315,set()
12156,{'484560'}
22717,set()
19445,{'385512'}
3587,{'532423'}
24208,set()
16020,{'334871'}
16203,{'103294'}
7460,{'379824'}
26471,{'343517'}
22791,{'273167'}
29944,{'410610'}
16611,{'554614'}
9425,set()
19148,{'516474'}
6039,{'494665'}
27297,{'461589'}
6169,set()
23294,{'572116'}
14167,set()
3006,{'441039'}
10882,set()
4959,set()
635,{'227498'}
29948,{'410610'}
13899,{'309695'}
17106,{'184626'}
28500,"{'194081', '385740'}"
9805,"{'254734', '115872'}"
6511,set()
11208,set()
16893,set()
18526,set()
18753,{'253963'}
25517,set()
12687,{'440699'}
22035,set()
10722,set()
4954,{'543275'}
1784,{'570602'}
9199,{'548616'}
2436,{'494721'}
6241,set()
2052,set()
9587,{'428526'}
2579,set()
28932,"{'552209', '308848'}"
6063,set()
23592,{'322277'}
21688,set()
10178,{'545372'}
29509,{'3612'}
14785,set()
20184,set()
23998,set()
20468,{'350596'}
3862,{'280341'}
13537,set()
9707,set()
9725,{'17355'}
10028,{'478976'}
14510,set()
2367,set()
17,{'339432'}
28069,set()
19504,set()
19566,set()
15011,{'254593'}
12975,{'310584'}
13020,{'253437'}
2468,{'334871'}
19971,"{'467689', '159734', '87166'}"
1995,{'459660'}
9867,{'570603'}
17743,set()
14817,{'440805'}
25282,{'426000'}
11110,{'420070'}
3967,{'516163'}
14447,"{'310619', '297072'}"
5853,set()
9072,set()
3111,{'545883'}
15910,set()
1769,set()
2601,{'514833'}
8021,{'343793'}
28619,{'308784'}
11080,{'277788'}
28592,{'89433'}
21625,{'357943'}
14867,{'154173'}
13623,{'467315'}
19642,{'308920'}
3655,{'516474'}
15168,set()
26781,set()
16249,set()
5290,{'423984'}
9884,set()
21718,{'424424'}
7051,set()
11244,{'481994'}
16211,"{'48795', '24099'}"
28773,set()
19145,{'516474'}
15278,{'308896'}
24125,"{'468700', '381685'}"
30358,{'545883'}
25944,{'571029'}
18395,{'205508'}
14021,set()
9426,{'514845'}
26236,{'310584'}
26011,set()
25156,"{'289581', '514935'}"
276,set()
5694,set()
8650,{'357474'}
5238,{'273074'}
15175,set()
27983,set()
16854,set()
26970,set()
19159,set()
15966,set()
23646,set()
27761,set()
12068,set()
11212,{'277735'}
7320,{'278245'}
25192,"{'554200', '494809'}"
21253,{'551308'}
14607,set()
22944,set()
21918,set()
1085,{'317315'}
7199,set()
15267,{'308896'}
15896,"{'549118', '342816'}"
13881,set()
10443,{'154173'}
16202,set()
4519,set()
6042,{'317020'}
15303,{'71162'}
7071,set()
25508,set()
24246,set()
23679,{'65023'}
11917,set()
13724,{'525759'}
6946,{'373326'}
23260,{'467689'}
8218,set()
6114,{'423944'}
8460,set()
968,set()
2482,set()
17829,{'285673'}
25135,{'459543'}
23267,set()
3813,set()
17712,{'481994'}
21261,set()
27941,{'154173'}
19212,{'308848'}
27631,set()
16515,set()
13841,set()
24074,set()
27004,set()
12828,{'459481'}
3953,set()
24091,{'383778'}
3525,{'261797'}
13180,set()
1463,set()
5942,set()
21233,{'551280'}
11341,set()
5747,set()
19690,{'514833'}
3930,set()
18342,{'375470'}
20926,{'253507'}
10400,set()
29624,set()
25410,set()
230,{'409912'}
24079,{'552380'}
22445,set()
29530,{'102930'}
12441,{'479541'}
8115,{'279148'}
19282,{'469521'}
9487,set()
21461,{'494947'}
17023,set()
10368,set()
17278,{'223067'}
15999,{'205349'}
21120,{'440859'}
23131,{'430727'}
5676,{'494151'}
23130,{'308848'}
20800,{'436449'}
21519,{'979'}
5757,set()
15947,{'91497'}
26675,set()
14154,{'310619'}
2081,{'277723'}
17025,{'317315'}
17144,{'314255'}
20761,{'467315'}
13822,{'310619'}
14031,{'309695'}
16578,{'82696'}
7544,{'459481'}
3715,{'548503'}
23471,{'252071'}
24990,set()
1793,{'494947'}
12106,set()
13099,{'410520'}
6673,{'284834'}
5556,"{'157860', '483347'}"
2705,set()
2335,set()
13233,set()
355,set()
3795,set()
2175,{'537765'}
12111,"{'227193', '50680'}"
27633,{'436449'}
11445,{'317049'}
29208,set()
29533,set()
7109,{'297255'}
29898,{'254472'}
20831,set()
19757,{'571954'}
3903,set()
16502,{'570606'}
21091,{'91497'}
1104,{'474848'}
5140,{'431928'}
5931,{'484996'}
25302,{'117005'}
22602,set()
9726,{'216306'}
9041,set()
8336,{'548503'}
19587,{'357943'}
4187,set()
20837,set()
9765,set()
9817,{'488843'}
24398,set()
5000,set()
12293,{'125068'}
9990,set()
2721,{'551344'}
29464,{'558317'}
111,{'514845'}
24660,set()
25434,set()
17462,{'397219'}
16906,"{'293915', '392149'}"
10186,{'558418'}
1504,set()
27429,set()
26543,set()
926,{'558268'}
22128,set()
18594,set()
17603,{'543573'}
3702,{'233331'}
13255,{'252027'}
19043,{'494721'}
13661,set()
9265,{'73734'}
22182,{'420705'}
27422,"{'223183', '151702'}"
1664,{'410610'}
1213,set()
18217,{'459658'}
28281,{'98300'}
16796,set()
17331,{'404763'}
12194,{'227498'}
30286,{'459543'}
23361,{'297114'}
30354,{'514833'}
12622,set()
9881,set()
17180,set()
17222,"{'494665', '174590'}"
1403,set()
4019,{'426507'}
29725,{'553947'}
14172,{'90664'}
12462,{'558368'}
596,set()
6887,set()
26625,{'266783'}
23351,{'64934'}
29874,set()
6935,set()
15811,{'550141'}
22802,{'290953'}
18398,set()
28822,{'124547'}
10748,{'484089'}
25582,{'273167'}
21711,set()
27892,set()
16230,"{'346250', '24099'}"
22848,set()
2329,set()
14984,{'272454'}
16712,{'314689'}
876,{'525759'}
341,{'348376'}
9176,{'410520'}
25504,{'308896'}
23181,{'88072'}
4623,set()
16629,{'554614'}
22295,{'474848'}
13742,set()
3242,set()
29006,set()
5966,{'343793'}
7154,{'554614'}
15646,{'215677'}
62,{'282408'}
1229,{'552320'}
24555,set()
9577,{'570603'}
8713,"{'254734', '462590'}"
26579,set()
313,{'540930'}
23609,set()
19473,{'486721'}
10693,set()
1456,"{'392149', '542363'}"
18280,{'486721'}
22048,{'20490'}
16096,set()
15456,{'434956'}
25833,set()
17037,set()
20030,set()
23687,{'383778'}
8481,{'297114'}
311,set()
27003,set()
29478,{'102930'}
17437,{'494665'}
28641,set()
25609,{'308896'}
13135,{'254225'}
13073,set()
26578,set()
25001,set()
29171,{'308920'}
21493,{'551114'}
10881,set()
16838,{'556560'}
18079,{'102930'}
24330,set()
29355,set()
20889,set()
14526,set()
11178,{'103342'}
29931,{'571664'}
589,set()
7386,{'461580'}
6974,{'28471'}
10089,set()
19842,{'459664'}
7575,set()
28620,{'494809'}
3147,{'115872'}
21635,{'272175'}
26588,"{'103294', '418177'}"
16763,set()
20067,{'549645'}
2327,{'484089'}
3949,set()
14701,{'150268'}
15348,set()
6764,set()
23317,set()
27197,set()
25267,{'514935'}
14843,{'410610'}
1296,set()
29571,set()
15021,{'273167'}
28935,{'410456'}
25283,set()
274,set()
21367,set()
11064,set()
2251,set()
20641,{'357030'}
1190,set()
18185,set()
19855,set()
13684,set()
30270,set()
27278,{'461589'}
19251,{'469521'}
29361,set()
14030,set()
504,{'416926'}
21714,{'221766'}
28566,{'545959'}
25224,set()
16205,set()
2490,set()
16759,{'293915'}
20894,{'489937'}
1188,set()
2809,{'308896'}
14028,set()
28556,set()
12527,set()
29789,{'423944'}
23312,{'356054'}
9582,{'553947'}
12857,set()
15480,{'343808'}
15262,set()
13228,{'290056'}
5606,set()
27557,{'494947'}
14504,set()
4446,{'252914'}
20988,set()
15521,set()
2546,{'548642'}
10035,"{'532423', '393066'}"
9973,"{'107169', '334871', '517839'}"
20680,set()
30415,{'253292'}
11227,{'103342'}
4154,{'572125'}
24179,{'474548'}
23751,"{'474548', '438930'}"
20057,{'380597'}
13055,{'252027'}
2256,{'409803'}
17634,set()
29773,{'516442'}
863,{'84120'}
16856,{'549284'}
28558,set()
2154,{'357474'}
23155,set()
19295,"{'494721', '469521'}"
28568,set()
7787,{'317049'}
3405,set()
21292,set()
26180,{'291710'}
1926,{'461113'}
10335,{'556560'}
7897,{'416311'}
13667,{'205446'}
6398,{'494947'}
3545,{'419239'}
9008,set()
6788,{'514833'}
6068,set()
10185,{'558418'}
22339,set()
30005,{'472324'}
6531,set()
5981,set()
12323,set()
11129,{'252027'}
20480,{'440383'}
7034,{'483485'}
19804,set()
11716,set()
19263,{'494721'}
8491,{'550141'}
12126,{'410528'}
5400,set()
25628,"{'149446', '333394'}"
29927,set()
30361,set()
7716,{'154263'}
2203,{'517786'}
21984,set()
7855,set()
25033,set()
1862,set()
16163,{'538090'}
18216,{'542363'}
28690,{'524734'}
22653,{'459660'}
19254,{'494721'}
17599,{'521297'}
27466,set()
17875,"{'979', '474848'}"
5992,{'247758'}
24296,"{'344506', '545372'}"
4944,"{'554171', '571954'}"
21609,{'483485'}
20948,{'378900'}
5738,{'198822'}
14312,set()
30400,set()
4787,"{'69900', '90779'}"
12879,{'558418'}
22015,{'253963'}
3345,set()
24240,{'420733'}
4164,{'226924'}
18009,set()
11297,{'202524'}
24059,{'230357'}
2369,set()
26079,set()
7696,set()
17445,{'286701'}
10663,set()
590,set()
27949,{'494665'}
15799,set()
8802,set()
26491,set()
25452,{'277723'}
20363,{'125952'}
4518,set()
15727,{'33931'}
1393,{'308785'}
15503,{'343808'}
25470,set()
10030,{'532423'}
27023,{'483518'}
22279,{'95537'}
25289,{'440859'}
18514,"{'21514', '552209', '308848'}"
9752,{'543527'}
26448,set()
12551,set()
11486,{'488067'}
12560,{'379497'}
23802,{'474479'}
19769,{'516474'}
6801,set()
7005,{'483485'}
16322,{'48795'}
26729,{'548509'}
28011,set()
7821,set()
22586,{'527225'}
2434,{'516442'}
23854,set()
11476,set()
21544,{'483485'}
26256,{'341771'}
20790,{'536846'}
4967,set()
17734,set()
6829,{'259533'}
9937,set()
25523,{'282408'}
21643,set()
3826,set()
26430,set()
10303,set()
27145,set()
11126,{'337792'}
24736,{'421159'}
15637,set()
5806,set()
3279,{'525071'}
14590,{'334871'}
12163,set()
734,{'125068'}
15108,{'154173'}
14857,{'154173'}
15094,{'558431'}
3770,{'350864'}
7139,{'310619'}
25005,set()
19423,set()
26745,set()
26251,"{'460249', '254462'}"
5787,set()
7244,{'122384'}
23635,{'29806'}
7422,{'494947'}
15763,{'494947'}
29740,{'553947'}
15245,{'308896'}
19508,set()
1234,{'572116'}
15603,{'525071'}
6626,{'552320'}
16223,{'253963'}
20487,"{'166368', '350596'}"
20893,"{'227498', '310280'}"
20006,{'291732'}
10469,{'409803'}
26704,set()
27697,set()
7674,{'557554'}
9142,set()
10424,set()
14875,{'103342'}
28891,{'474139'}
10602,{'254225'}
13874,set()
28797,"{'89431', '554487'}"
23391,{'297114'}
19814,set()
8844,{'488843'}
27661,set()
687,{'459664'}
3491,set()
9087,{'426940'}
27929,{'494665'}
14683,{'202524'}
15845,set()
5184,{'39116'}
29995,{'479570'}
12914,{'515765'}
30038,set()
4658,{'550141'}
26854,{'462611'}
361,set()
16009,{'494844'}
27959,"{'291710', '462593'}"
29134,set()
15054,"{'39445', '117901'}"
10821,{'29806'}
25396,set()
5285,set()
21155,{'549118'}
28009,set()
1360,{'205508'}
27142,set()
16052,set()
19235,set()
13366,{'553184'}
29561,set()
21697,{'479959'}
1849,{'321959'}
2934,{'253437'}
12709,set()
28567,{'89433'}
29572,{'102930'}
24354,{'89340'}
17012,"{'535241', '168039'}"
15805,{'540930'}
22998,{'125068'}
17980,{'348376'}
19589,set()
13231,{'553184'}
1545,{'319860'}
30268,"{'344506', '460226'}"
13000,set()
15511,{'494947'}
16618,{'554614'}
9934,set()
5867,{'558431'}
435,{'433016'}
24350,set()
14666,{'154707'}
11985,{'551280'}
21380,{'50418'}
2257,set()
3355,{'316799'}
17839,set()
9688,"{'83696', '406501', '100523'}"
12305,{'343517'}
18165,set()
26964,set()
15550,{'436449'}
28277,set()
18852,{'357943'}
14027,set()
25341,set()
25459,set()
22248,set()
29275,{'548642'}
17474,{'526526'}
12535,set()
25382,{'284094'}
20471,{'534786'}
20464,{'534786'}
16499,{'570606'}
16234,{'216306'}
20598,set()
26017,set()
5700,set()
1371,set()
28959,set()
1513,{'381685'}
21059,{'552999'}
1573,set()
1676,set()
25142,{'459664'}
28886,set()
18100,set()
16693,{'537765'}
8978,set()
7042,"{'278457', '295997'}"
214,set()
6017,{'544412'}
5522,{'550141'}
6743,set()
7799,{'50418'}
24243,set()
19840,set()
22952,"{'523146', '215677'}"
28066,set()
18093,set()
27420,{'558194'}
29993,{'472324'}
30205,set()
7022,set()
28132,set()
9239,set()
30371,{'516427'}
2938,set()
3772,set()
19950,{'572116'}
26131,{'487073'}
11563,{'215677'}
7394,set()
2045,set()
657,{'290953'}
25096,{'159734'}
20604,{'558368'}
25119,{'570575'}
3053,set()
27961,{'291710'}
628,{'426000'}
6110,{'549010'}
27836,set()
15581,{'319139'}
23329,{'317214'}
16388,set()
13763,{'558317'}
26647,{'254114'}
18945,{'95276'}
19956,{'34974'}
21184,set()
1726,{'39445'}
16743,set()
17452,{'317315'}
15051,{'117901'}
2059,{'216306'}
12610,set()
25869,set()
19973,{'159734'}
883,{'309516'}
4696,{'558194'}
9203,{'410528'}
20652,{'357030'}
29419,{'558396'}
22583,{'251814'}
11907,"{'551840', '358185'}"
14733,{'545893'}
26512,{'494721'}
2041,{'205446'}
4382,{'357943'}
27071,set()
23429,{'297114'}
448,{'272908'}
28840,{'204968'}
14861,{'103342'}
73,set()
24393,set()
428,{'494947'}
2399,set()
17679,set()
19833,set()
28085,{'385512'}
24203,set()
23497,{'232723'}
29210,{'308848'}
27792,set()
9963,{'310280'}
4208,{'440661'}
21084,{'426000'}
17115,set()
22355,{'571664'}
22724,{'317121'}
18308,{'233331'}
3713,{'357030'}
17682,set()
29939,{'479570'}
27653,{'494947'}
26999,set()
3894,set()
10073,{'479541'}
15398,set()
23514,set()
11365,{'255534'}
15979,{'570602'}
19419,{'460228'}
26816,{'571669'}
3963,{'1247'}
30206,{'395807'}
7474,set()
11192,set()
4058,{'551344'}
30216,{'103642'}
29003,{'198457'}
27450,set()
8721,{'467325'}
12005,{'284696'}
3707,set()
9449,"{'224643', '25492', '1021'}"
3163,set()
4217,set()
18470,set()
15037,{'317049'}
17745,set()
30136,{'89162'}
24250,set()
5086,{'308848'}
29407,{'29806'}
2187,set()
10992,{'91999'}
27517,set()
16277,{'536796'}
28663,{'482708'}
28895,{'461589'}
12456,{'514705'}
19535,set()
15349,set()
6676,set()
5484,set()
26752,set()
1714,set()
1374,{'420705'}
7050,set()
27150,set()
19774,{'538090'}
11851,set()
9966,"{'80608', '485444'}"
12871,{'205446'}
22752,set()
642,{'551094'}
8532,{'216306'}
2567,set()
23970,set()
2835,{'545960'}
14710,"{'261797', '371387', '150268'}"
27927,{'558268'}
8643,{'353516'}
18486,{'571035'}
15199,set()
27519,{'552209'}
8629,set()
7921,set()
13651,{'484089'}
4936,{'548509'}
8869,set()
2299,set()
26310,{'379497'}
8025,set()
16740,set()
26001,set()
29427,{'383778'}
5050,{'558313'}
24904,"{'558242', '545694'}"
4375,{'549645'}
5619,set()
23512,set()
26109,{'545984'}
10864,{'571029'}
4968,set()
29110,"{'514889', '436455'}"
14663,set()
28174,{'558431'}
15601,set()
4591,set()
26649,set()
4911,set()
23083,{'297114'}
12011,{'92620'}
19276,set()
14009,set()
19266,set()
22119,{'558418'}
7761,set()
3695,set()
708,{'339432'}
25927,{'50418'}
25873,{'467315'}
27239,{'379555'}
13593,set()
17071,set()
7250,set()
8830,{'237576'}
29456,{'556764'}
29454,{'3612'}
23178,{'223067'}
25871,set()
25894,set()
21014,{'556341'}
18210,set()
1950,{'540930'}
24037,set()
7666,{'348248'}
15052,{'462611'}
26019,{'545989'}
1708,{'385491'}
13161,set()
13562,{'308896'}
6011,set()
16398,{'317121'}
1086,set()
6439,{'551885'}
4207,{'514833'}
1557,{'415736'}
17606,{'255534'}
21138,set()
15705,set()
7486,{'514705'}
11725,{'125068'}
13827,{'551344'}
5937,{'545928'}
8046,set()
22425,set()
7275,set()
27978,set()
7209,set()
13164,{'488843'}
13746,set()
28492,{'532423'}
18786,{'379555'}
26228,"{'571669', '273167'}"
10587,"{'338511', '385439'}"
2311,set()
1007,{'542811'}
4929,{'410528'}
5812,set()
13662,set()
11512,set()
976,{'21961'}
20743,{'426507'}
21996,{'92620'}
2543,"{'552320', '549002'}"
25358,{'462611'}
19121,{'459660'}
3302,{'410520'}
9395,set()
18553,set()
2700,{'551344'}
1954,{'571669'}
19109,{'558313'}
14623,set()
23892,{'410610'}
16376,{'48795'}
13535,{'308896'}
24227,set()
28379,set()
15959,{'91497'}
15656,{'536846'}
7619,set()
21616,{'392149'}
22703,{'570562'}
7306,set()
14347,{'310619'}
7037,set()
7928,{'432861'}
21971,set()
22618,set()
23933,set()
5531,set()
17553,set()
13170,set()
11995,{'571029'}
14302,set()
3650,{'545883'}
17072,set()
14069,set()
30046,{'351960'}
8686,set()
4989,{'280341'}
24320,{'521297'}
4273,set()
16069,set()
29940,{'479570'}
1655,{'490688'}
28103,{'385491'}
8671,set()
7078,{'310619'}
26000,set()
27851,{'550170'}
18994,set()
26052,set()
17088,{'532423'}
10696,{'542363'}
2980,{'154483'}
23888,set()
7085,{'426507'}
23038,set()
12583,{'570877'}
8801,set()
25288,{'440859'}
14156,set()
18715,{'308848'}
10816,"{'200196', '534786'}"
20602,{'558368'}
28171,{'558431'}
27327,set()
22628,set()
19053,set()
9004,{'440699'}
3544,{'233331'}
27726,set()
17463,{'317315'}
20726,set()
9269,{'29806'}
5301,set()
24956,{'278901'}
24443,set()
22340,{'385512'}
13605,{'205446'}
15786,"{'17631', '491073'}"
8494,{'551835'}
29576,set()
30012,{'479570'}
2779,set()
25221,set()
20206,{'350380'}
25294,{'308785'}
8528,"{'64934', '440699'}"
10618,set()
21190,set()
19113,{'558313'}
26770,set()
4488,{'552209'}
10523,set()
24530,set()
661,set()
2762,set()
5369,{'474848'}
19541,{'251968'}
15625,{'39116'}
8669,{'544480'}
12134,"{'489065', '286201'}"
5296,{'418194'}
6509,{'410456'}
5750,{'571669'}
24730,{'570606'}
30182,set()
14940,set()
22183,"{'488099', '284801'}"
20668,{'572116'}
4838,{'544882'}
30230,{'351960'}
21349,set()
14136,set()
5548,{'434956'}
18094,{'979'}
16037,{'1021'}
27868,set()
21173,{'252071'}
12602,{'272908'}
7137,"{'25492', '521297'}"
4352,set()
15227,{'571669'}
21556,{'20490'}
3011,"{'278420', '317121'}"
5833,{'571954'}
10931,set()
27259,{'524734'}
2161,set()
24235,{'420733'}
24242,{'538531'}
18329,{'467184'}
24968,set()
14650,set()
19595,{'545883'}
28934,{'431928'}
18925,{'272175'}
7883,set()
18889,{'379555'}
18727,"{'548649', '1247'}"
7029,set()
3922,{'494151'}
17984,{'29806'}
5031,set()
20175,{'570562'}
10962,set()
15794,{'178521'}
5131,set()
12556,{'570877'}
29038,{'571035'}
9053,{'494947'}
21133,{'440859'}
16441,{'416664'}
10151,{'516474'}
13102,{'410520'}
8847,set()
13880,{'556764'}
18205,{'308848'}
8744,{'416181'}
10866,set()
16326,{'516474'}
15582,{'436449'}
8105,set()
21512,{'20490'}
21019,{'226903'}
7479,set()
16694,{'537765'}
9043,{'571971'}
25597,set()
9612,"{'387407', '492409'}"
3888,{'542363'}
13568,set()
14451,set()
26138,{'440805'}
27636,set()
27564,{'570877'}
825,{'516474'}
6794,{'89616'}
29103,{'459658'}
16251,{'216306'}
7372,{'309695'}
11230,{'253437'}
22306,set()
15182,set()
23193,{'478976'}
11539,set()
25207,set()
18073,{'80973'}
17203,{'536149'}
6007,set()
9117,{'484560'}
30225,{'480822'}
18504,set()
22963,{'215677'}
15534,{'434956'}
25672,set()
24020,{'548503'}
14026,{'309695'}
5163,{'467184'}
2054,{'549118'}
18355,{'357943'}
17073,set()
9104,{'570603'}
11425,set()
6225,{'205508'}
15556,{'319139'}
1697,{'353516'}
10537,{'490688'}
7722,set()
21350,set()
2954,{'273167'}
2080,{'277723'}
22050,set()
30176,"{'403913', '395807'}"
7987,{'48795'}
13287,{'252027'}
9668,{'251814'}
22972,set()
3052,set()
17249,{'538531'}
6304,set()
3420,set()
6719,{'424200'}
4008,{'117472'}
9180,{'253437'}
11078,{'473177'}
29310,{'548642'}
3879,{'542363'}
29946,{'479570'}
15318,set()
17315,{'314255'}
7781,{'272908'}
21410,set()
1256,set()
7484,{'514705'}
4692,{'549118'}
6939,{'538531'}
7371,set()
7399,{'266986'}
20419,"{'350596', '338511'}"
13643,set()
29116,{'357943'}
29894,{'548857'}
20178,set()
28037,{'80895'}
6452,{'293915'}
22673,{'548509'}
26776,{'548509'}
29390,{'522090'}
459,{'474479'}
15442,set()
1141,{'558373'}
11116,{'409912'}
24816,set()
20648,{'357030'}
27028,{'523996'}
8062,set()
15239,set()
14109,{'27046'}
5318,{'553184'}
28928,{'224322'}
7493,set()
3446,{'532273'}
12139,set()
13349,set()
4381,set()
5316,{'233076'}
23756,{'481994'}
9387,{'545372'}
14951,set()
12820,set()
13069,{'410520'}
25488,{'554200'}
10274,set()
11308,{'278245'}
28399,{'558493'}
28596,set()
4840,set()
24715,{'320747'}
18375,set()
29512,{'558396'}
14255,{'558313'}
13081,set()
18058,{'514748'}
13041,{'254734'}
11984,"{'338507', '402534'}"
3652,set()
8015,{'297103'}
21171,{'290953'}
17413,{'558268'}
24453,{'570603'}
9183,{'253437'}
6652,set()
14171,set()
13039,{'462590'}
9143,{'125068'}
7712,set()
